rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
107,"spotify:track:24Y63uAvj6Oc9jGuTlhlgf","LE SSERAFIM","HOT","SOURCE MUSIC",11,82,21,"39297"
108,"spotify:track:2fOpn6RdCJzcYl32PZCMM3","Anson Lo 盧瀚霆","浪漫殺死巨蟹座","Music Nation Records Co Ltd.",4,119,107,"39112"
109,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",7,110,69,"39102"
110,"spotify:track:1eULGMOdkcFd3xTD1zh2f5","Fujii Kaze","Love Like This","Universal Music LLC",110,-1,1,"38923"
111,"spotify:track:1lcBt7LoEikqYmhUoa2cez","ROSÉ","number one girl","Atlantic Records",3,108,37,"38914"
112,"spotify:track:1xRMtDxiU8xxAlaDscHIoT","Keung To","濤","Music Nation Records Co. Ltd.",1,121,106,"38760"
113,"spotify:track:4Gv1a2aasJe7OBGuJ3WJ0V","MC 張天賦","目擊者","WM Hong Kong",41,86,3,"37844"
114,"spotify:track:0qkYuCno3SoU8vxkCdx0iJ","SEVENTEEN","THUNDER","PLEDIS Entertainment",11,112,11,"37794"
115,"spotify:track:0PBTlQ84CBJF0tBnKGmQa6","V","FRI(END)S","BIGHIT MUSIC",7,123,71,"37736"
116,"spotify:track:0R3Gc2vLh5XFSWeU1r6wYY","LBI利比, Tyson Yoshi","Jumping Machine跳楼机 - with Tyson Yoshi","Sony Music Entertainment",17,99,7,"37687"
117,"spotify:track:4bzylGLMAjkb8AYCcsu96R","Anson Lo 盧瀚霆","MONEY","Music Nation Records Co Ltd.",1,140,129,"37617"
118,"spotify:track:3cthRwQ2X0SNTaauD7tjn5","Eason Chan","富士山下","Cinepoly Records Co. Ltd.",65,135,282,"37392"
119,"spotify:track:23gqU9VAja4DZOFBae0dup","Anson Kong 江𤒹生","⼼死了幾百次","Music Nation Records Co. Ltd.",58,98,11,"37343"
120,"spotify:track:1aKvZDoLGkNMxoRYgkckZG","ILLIT","Magnetic","BELIFT LAB",1,129,72,"37270"
121,"spotify:track:3aQQjTr35mZCwbEQPOa5a5","Yan Ting","意外現場","Universal Music Ltd.",36,132,83,"37182"
122,"spotify:track:3mVO7XaN9ULGNuXteiCOz3","陳卓賢 Ian","再見 寧靜海","Music Nation Records Co. Ltd.",5,120,134,"37028"
