rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
113,"spotify:track:3vIkVVbhpMvsOJ1BKWT0nT","G-DRAGON","TAKE ME","Galaxy Corporation / EMPIRE",41,87,14,"102206"
114,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,125,213,"102111"
115,"spotify:track:63WU1wwTV0bvfqHmAKmhj2","Jay Chou","愛你沒差","Universal Music Taiwan (JVR)",115,119,8,"101864"
116,"spotify:track:2IfSPLPDW6RGosdB5huwAA","G.E.M.","泡沫","Hummingbird Music Ltd.",61,123,254,"101660"
117,"spotify:track:0NAcDn6U2GB2Arhspmh38S","Wu Bai","淚橋","Avex Taiwan Inc.",31,130,51,"101419"
118,"spotify:track:3Qj9Fy8BPbWmICTiNkuqB7","Jay Chou, Lara Liang","珊瑚海","Universal Music Taiwan (JVR)",28,136,197,"101355"
119,"spotify:track:4flk8ZgDFry6o2t0SdKsnB","PIZZALI","做我的初戀","龍大謝音樂有限公司",66,66,4,"101299"
120,"spotify:track:6OAUhxFZzaRHHC8XiuIkvb","A-Mei Chang","人質","WM Hong Kong",58,-1,147,"101228"
121,"spotify:track:5CCV2xxYnI7b1wFkP1gElh","Karencici","愛你但說不出口","WM Taiwan",21,165,53,"101015"
122,"spotify:track:2SsY5k7UWFqgye3PUMG3Oq","Chappell Roan","The Subway","Chappell Roan PS/ Island",122,-1,1,"100866"
123,"spotify:track:4lhbajK3dvUcJ0UNEeCdMn","Ren Ran","飞鸟和蝉","北京千和世纪文化传播有限公司",1,-1,211,"100637"
124,"spotify:track:0FTmksd2dxiE5e3rWyJXs6","sombr","back to friends","Warner Records",114,181,7,"100616"
125,"spotify:track:6m2I6ZyWRkxjBrrLVQILfl","EggPlantEgg","愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲)","WM Taiwan",1,100,225,"100426"
